DIA,LINEA,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
2/10/2023,LÍNEA B,"3,280.00","7,837.00","9,267.00","7,758.00","5,031","4,479","3,909","4,105","4,789","4,213","4,326","5,399","7,100","10,328","6,903.00","3,784.00","2,847.00","1,985.00","1,091.00",,"98,431"
2/10/2023,LÍNEA H,250,584,433,272,167,113,112,147,130,97,58,98,98,64,28,39,24,10,2,,"2,726"
2/10/2023,LÍNEA J,"1,537.00","2,491.00","2,329.00","1,993.00","1,419",987,850,867,871,693,597,508,691,618,381,143,84,111,51,,"17,221"
2/10/2023,LÍNEA K,"2,500.00","2,826.00","2,616.00","2,092.00","1,678","1,401","1,186","1,174","1,364","1,036",777,861,"1,018",901,730,542,299,218,99,,"23,318"
2/10/2023,LÍNEA M,397,903,907,615,427,292,299,341,393,328,322,470,690,800,"1,115.00",981,424,299,294,,"10,297"
2/10/2023,LÍNEA O,255,"1,360.00","1,710.00","1,653.00",917,"1,167",718,799,884,851,809,917,"1,335","1,817","1,312.00","1,018.00",727,718,269,,"19,236"
2/10/2023,LÍNEA P,"1,481.00","3,211.00","3,101.00","2,231.00","1,253",885,768,"1,009","1,120",812,681,636,794,"1,040",637,343,21,258,100,,"20,381"
2/10/2023,LÍNEA T-A,"1,406.00","4,103.00","4,833.00","4,499.00","2,989","2,399","2,332","2,438","3,188","2,535","2,615","3,116","3,959","5,404","5,020.00","3,426.00","2,195.00","1,826.00","1,086.00",,"59,369"
3/10/2023,LÍNEA 1,"2,999.00","9,343.00","11,428.00","10,394.00","6,801","5,680","4,584","5,150","5,577","5,050","5,458","6,021","9,302","11,571","8,125.00","4,922.00","3,547.00","2,807.00","1,361.00",,"120,120"
3/10/2023,LÍNEA 2,185,"1,008.00","1,118.00","1,159.00",998,"1,009","1,143","1,213","1,257","1,018","1,210","1,390","1,944","2,203","1,923.00","1,225.00","1,050.00",596,212,,"21,861"
3/10/2023,LÍNEA A,"16,325.00","50,924.00","64,341.00","54,166.00","33,763","29,087","24,799","26,345","30,487","27,962","34,039","37,124","62,113","84,209","57,276.00","31,555.00","22,303.00","17,233.00","8,947.00",,"712,998"
3/10/2023,LÍNEA B,"3,063.00","8,324.00","9,378.00","8,226.00","5,288","4,684","3,941","4,172","5,188","4,246","4,379","5,229","7,662","10,850","7,099.00","4,098.00","3,349.00","2,369.00","1,160.00",,"102,705"
3/10/2023,LÍNEA H,223,598,443,260,165,131,117,124,75,18,22,21,36,24,31,19,38,18,3,,"2,366"
3/10/2023,LÍNEA J,"1,492.00","2,519.00","2,420.00","2,023.00","1,344",987,792,845,954,611,466,529,740,672,419,299,320,241,43,,"17,716"
3/10/2023,LÍNEA K,"2,429.00","2,741.00","2,685.00","2,175.00","1,790","1,363","1,127","1,298","1,557","1,057",767,806,"1,121","1,085",797,493,543,272,88,,"24,194"
3/10/2023,LÍNEA L,,,,,,87,91,99,106,129,63,76,56,86,,,,,,,793
3/10/2023,LÍNEA M,434,978,914,642,369,328,318,341,420,275,348,457,626,817,"1,203.00",868,530,349,279,,"10,496"
3/10/2023,LÍNEA O,227,"1,691.00","1,819.00","1,972.00","1,101","1,206",825,992,"1,015","1,010",969,"1,141","1,474","1,893","1,328.00","1,114.00",825,920,275,,"21,797"
3/10/2023,LÍNEA P,"1,412.00","3,160.00","3,132.00","2,277.00","1,309",987,747,"1,054","1,121",673,618,751,824,"1,119",646,382,588,309,108,,"21,217"
3/10/2023,LÍNEA T-A,"1,412.00","4,636.00","4,912.00","5,053.00","3,087","2,688","2,411","2,814","2,905","2,118","2,318","2,558","3,297","4,320","4,681.00","3,483.00","2,378.00","1,990.00","1,110.00",,"58,171"
4/10/2023,LÍNEA 1,"3,054.00","9,177.00","11,382.00","10,257.00","6,205","5,200","4,220","4,626","5,417","4,996","5,618","6,205","8,850","11,376","8,321.00","5,035.00","3,553.00","2,766.00","1,675.00",,"117,933"
4/10/2023,LÍNEA 2,212,921,"1,152.00","1,125.00",894,877,907,"1,025","1,159",993,"1,233","1,443","1,897","2,184","1,915.00","1,199.00","1,013.00",571,236,,"20,956"
4/10/2023,LÍNEA A,"16,857.00","49,839.00","63,985.00","53,848.00","31,122","26,943","23,178","24,080","29,021","28,274","33,685","36,942","61,135","83,846","58,915.00","32,672.00","22,373.00","17,854.00","9,566.00",,"704,135"
4/10/2023,LÍNEA B,"3,164.00","8,257.00","8,872.00","7,991.00","5,410","3,821","3,667","3,976","4,854","4,581","4,520","5,166","7,609","10,585","7,123.00","4,123.00","3,579.00","2,683.00","2,147.00",,"102,128"
4/10/2023,LÍNEA H,240,582,416,263,144,85,99,131,118,68,68,75,76,78,37,28,39,13,5,,"2,565"
4/10/2023,LÍNEA J,"1,515.00","2,505.00","2,324.00","1,778.00","1,353",707,659,747,879,656,486,534,686,681,440,307,288,103,28,,"16,676"
4/10/2023,LÍNEA K,"2,467.00","2,838.00","2,641.00","2,279.00","1,197","1,225","1,058","1,066","1,254",964,756,808,"1,064",992,766,508,541,283,81,,"22,788"
4/10/2023,LÍNEA L,,,,,,77,26,25,25,37,50,45,41,96,,,,,,,422
4/10/2023,LÍNEA M,383,976,933,651,347,271,252,269,395,305,370,473,625,949,"1,132.00",920,452,390,282,,"10,375"
4/10/2023,LÍNEA O,294,"1,649.00","1,757.00","1,749.00",881,"1,044",896,900,"1,080",998,"1,079","1,074","1,432","1,970","1,341.00",951,723,835,267,,"20,920"
4/10/2023,LÍNEA P,"1,504.00","3,389.00","3,190.00","2,222.00",960,701,652,"1,210","1,056",760,593,660,950,"1,211",616,414,713,458,112,,"21,371"
4/10/2023,LÍNEA T-A,"1,402.00","4,602.00","5,014.00","4,818.00","2,978","2,630","2,164","2,465","3,379","2,625","2,584","3,275","4,244","5,128","5,272.00","3,363.00","2,545.00","2,037.00","1,227.00",,"61,752"
5/10/2023,LÍNEA 1,"3,099.00","9,272.00","11,272.00","10,164.00","6,643","5,736","4,683","5,043","5,414","5,481","5,571","5,932","8,851","11,504","8,360.00","5,178.00","3,874.00","2,843.00","1,476.00",,"120,396"
5/10/2023,LÍNEA 2,219,976,"1,112.00","1,156.00",923,"1,031","1,096","1,251","1,284","1,135","1,211","1,489","1,873","2,061","1,804.00","1,322.00","1,055.00",524,227,,"21,749"
5/10/2023,LÍNEA A,"17,060.00","50,397.00","64,548.00","53,871.00","33,515","28,882","25,433","26,402","30,000","29,526","35,171","37,509","62,843","84,049","58,160.00","34,948.00","24,299.00","17,528.00","9,561.00",,"723,702"
5/10/2023,LÍNEA B,"3,190.00","8,191.00","9,326.00","8,217.00","5,355","4,792","4,001","4,456","5,083","4,480","4,653","5,361","7,369","10,833","7,378.00","4,553.00","6,202.00","3,073.00","1,409.00",,"107,922"
5/10/2023,LÍNEA H,240,615,435,265,152,110,96,126,126,71,77,67,71,54,46,20,41,13,1,,"2,626"
5/10/2023,LÍNEA J,"1,498.00","2,533.00","2,432.00","2,146.00","1,406",973,788,842,940,653,615,356,676,598,382,326,274,162,45,,"17,645"
5/10/2023,LÍNEA K,"2,257.00","2,838.00","2,665.00","2,178.00","1,852","1,438","1,218","1,212","1,369","1,100",763,556,"1,197","1,028",662,521,548,294,95,,"23,791"
5/10/2023,LÍNEA L,,,,,,73,61,96,103,95,88,62,95,58,,,,,,,731
5/10/2023,LÍNEA M,414,956,934,668,350,339,296,339,355,305,333,501,664,887,"1,151.00",818,538,403,287,,"10,538"
5/10/2023,LÍNEA O,268,"1,618.00","1,819.00","1,952.00","1,126","1,269",837,"1,133","1,003","1,037",932,"1,005","1,350","1,760","1,294.00",964,981,796,317,,"21,461"
5/10/2023,LÍNEA P,"1,453.00","2,903.00","3,229.00","2,237.00","1,308",947,734,"1,210","1,235",726,606,331,865,"1,177",555,409,630,517,130,,"21,202"
5/10/2023,LÍNEA T-A,"1,421.00","4,595.00","5,027.00","4,837.00","2,259","2,846","2,479","2,781","3,044","2,664","2,702","3,257","4,565","5,330","5,040.00","3,436.00","2,678.00","1,870.00","1,236.00",,"62,067"
6/10/2023,LÍNEA 1,"3,008.00","8,432.00","11,086.00","9,905.00","6,455","5,559","4,867","5,170","5,331","5,189","5,987","6,812","9,154","11,309","7,659.00","5,044.00","3,570.00","3,034.00","1,879.00",,"119,450"
6/10/2023,LÍNEA 2,188,947,"1,014.00","1,160.00",948,956,972,"1,201","1,202","1,090","1,353","1,574","2,028","2,187","1,780.00","1,290.00",902,668,302,,"21,762"
6/10/2023,LÍNEA A,"16,499.00","47,561.00","62,200.00","52,961.00","33,029","28,334","25,394","26,180","29,727","30,480","37,697","43,545","65,393","80,715","54,122.00","33,676.00","23,049.00","19,906.00","12,019.00",,"722,487"
6/10/2023,LÍNEA B,"3,117.00","9,319.00","9,602.00","7,886.00","5,365","4,796","4,171","4,360","4,986","5,130","4,810","6,067","8,332","10,690","6,956.00","4,173.00","3,566.00","2,712.00","1,696.00",,"107,734"
6/10/2023,LÍNEA H,229,585,419,298,183,124,102,111,134,82,64,71,86,67,50,20,43,26,6,,"2,700"
6/10/2023,LÍNEA J,822,272,"2,301.00","2,053.00","1,306","1,003",806,871,866,697,633,613,870,265,577,398,310,194,61,,"14,918"
6/10/2023,LÍNEA K,"2,471.00","2,831.00","2,641.00","2,332.00","1,664","1,258","1,102","1,251","1,324","1,138",893,989,"1,187","1,234",649,554,575,321,146,,"24,560"
6/10/2023,LÍNEA L,,,,,7,80,47,85,61,110,79,136,124,89,,,,,,,818
6/10/2023,LÍNEA M,407,873,909,715,404,346,289,364,348,318,405,550,754,"1,065",902,880,514,390,296,,"10,729"
6/10/2023,LÍNEA O,277,"1,437.00","1,626.00","1,934.00","1,076","1,204",842,"1,086",922,"1,041",995,"1,095","1,425","1,658","1,278.00",975,739,770,364,,"20,744"
6/10/2023,LÍNEA P,"1,447.00","3,250.00","2,915.00","2,179.00","1,332",976,857,"1,148","1,187",835,750,860,986,777,602,489,631,476,133,,"21,830"
6/10/2023,LÍNEA T-A,"1,380.00","4,074.00","4,774.00","4,589.00","3,100","2,699","2,300","2,617","2,837","2,668","2,910","3,560","4,518","5,367","4,652.00","3,255.00","2,341.00","2,145.00","1,431.00",,"61,217"
7/10/2023,LÍNEA 1,"2,255.00","5,414.00","6,602.00","7,139.00","5,257","4,768","4,490","5,032","5,388","6,860","6,228","5,297","5,317","4,846","4,092.00","3,495.00","2,551.00","2,377.00","1,487.00",,"88,895"
7/10/2023,LÍNEA 2,134,646,655,827,678,785,851,"1,046","1,486","1,350","1,215","1,279","1,305","1,216","1,014.00",778,456,444,181,,"16,346"
7/10/2023,LÍNEA A,"12,606.00","30,447.00","36,483.00","36,151.00","26,180","24,339","23,683","29,657","44,381","47,253","41,322","39,286","36,949","33,288","29,311.00","23,033.00","16,593.00","15,336.00","8,421.00",,"554,719"
7/10/2023,LÍNEA B,"2,347.00","4,943.00","5,557.00","5,494.00","4,435","4,048","4,290","4,759","6,490","6,326","6,418","5,545","5,183","5,185","3,962.00","3,056.00","2,389.00","1,959.00","1,207.00",,"83,593"
7/10/2023,LÍNEA H,158,389,336,248,164,126,129,116,121,97,99,56,106,72,54,36,22,34,14,,"2,377"
7/10/2023,LÍNEA J,"1,042.00","1,811.00","1,964.00","1,720.00","1,316","1,050",871,906,902,815,813,671,688,674,417,438,344,316,159,,"16,917"
7/10/2023,LÍNEA K,"2,047.00","2,825.00","2,604.00","2,190.00","1,716","1,339","1,304","1,404","1,339","1,244","1,207","1,188","1,273",884,707,769,533,459,203,,"25,235"
7/10/2023,LÍNEA L,,,,,,176,248,214,194,199,181,221,287,191,,,,,,,"1,911"
7/10/2023,LÍNEA M,297,616,703,562,407,311,369,390,515,677,726,645,631,595,582,423,351,337,274,,"9,411"
7/10/2023,LÍNEA O,215,813,"1,007.00","1,249.00",841,748,662,848,996,908,859,692,680,669,503,494,519,462,235,,"13,400"
7/10/2023,LÍNEA P,"1,036.00","2,090.00","2,014.00","1,668.00","1,157",952,813,798,950,740,885,814,816,608,568,436,325,270,172,,"17,112"
7/10/2023,LÍNEA T-A,"1,022.00","2,844.00","3,417.00","3,601.00","2,682","2,433","2,342","2,793","3,500","3,838","3,480","3,225","3,209","3,159","2,726.00","2,244.00","1,633.00","1,558.00","1,107.00",,"50,813"
8/10/2023,LÍNEA 1,497,"1,643.00","2,008.00","2,071.00","1,965","2,498","2,638","2,570","2,851","3,101","3,150","2,894","2,960","2,810","2,229.00","2,287.00","2,454.00","1,751.00",238,,"42,615"
8/10/2023,LÍNEA 2,13,227,212,267,222,333,501,378,531,570,550,475,487,528,479,393,343,223,23,,"6,755"
8/10/2023,LÍNEA A,"3,870.00","11,157.00","12,942.00","11,324.00","10,838","11,881","13,942","13,918","16,202","18,384","20,784","18,431","19,533","19,939","19,436.00","15,521.00","14,981.00","10,735.00",813,,"264,631"
8/10/2023,LÍNEA B,705,"1,697.00","1,942.00","1,876.00","1,999","2,233","2,576","2,575","2,946","2,983","3,418","2,975","2,997","3,142","2,885.00","2,298.00","3,852.00","1,827.00",169,,"45,095"
8/10/2023,LÍNEA H,,,,,5,124,103,110,104,107,64,63,87,65,96,59,51,37,4,,"1,079"
8/10/2023,LÍNEA J,,,,,30,900,694,701,751,725,701,618,709,706,688,526,440,227,10,,"8,426"
8/10/2023,LÍNEA K,,,,,529,"1,057","1,148","1,004","1,186",868,"1,193","1,109","1,319","1,245","1,102.00",802,820,428,22,,"13,832"
8/10/2023,LÍNEA L,,,,,73,175,243,344,361,215,389,294,306,302,,,,,,,"2,702"
8/10/2023,LÍNEA M,,,,,11,329,297,289,333,397,366,398,441,399,427,438,348,284,127,,"4,884"
8/10/2023,LÍNEA O,30,345,324,321,332,296,397,355,353,379,433,360,402,452,437,409,464,326,37,,"6,452"
8/10/2023,LÍNEA P,,,,,76,710,601,699,710,714,702,719,763,694,654,557,554,274,17,,"8,444"
8/10/2023,LÍNEA T-A,157,725,"1,011.00","1,032.00","1,041","1,305","1,551","1,541","1,729","1,912","1,950","1,735","1,966","1,831","2,002.00","1,669.00","1,700.00","1,302.00",237,,"26,396"
9/10/2023,LÍNEA 1,"2,910.00","8,845.00","10,816.00","9,446.00","6,339","5,638","4,568","5,019","5,051","5,108","5,618","5,961","8,624","11,094","7,603.00","4,838.00","3,130.00","2,410.00","1,267.00",,"114,285"
9/10/2023,LÍNEA 2,181,852,"1,076.00","1,068.00",939,924,964,"1,204","1,139","1,103","1,288","1,436","1,900","2,227","1,787.00","1,230.00",824,504,169,,"20,815"
9/10/2023,LÍNEA A,"17,031.00","47,641.00","62,796.00","51,017.00","32,062","28,149","24,882","26,640","29,050","29,138","35,246","37,060","60,142","83,269","54,831.00","30,760.00","20,096.00","16,276.00","8,275.00",,"694,361"
9/10/2023,LÍNEA B,"3,267.00","7,666.00","9,079.00","7,652.00","5,189","4,544","4,155","4,199","4,563","4,645","4,796","5,298","7,527","10,610","6,828.00","3,983.00","2,943.00","2,220.00","1,063.00",,"100,227"
9/10/2023,LÍNEA H,239,575,402,263,185,113,117,106,93,72,63,66,94,53,39,30,31,17,1,,"2,559"
9/10/2023,LÍNEA J,"1,438.00","2,476.00","2,303.00","1,995.00","1,357",989,889,786,878,720,595,536,764,627,429,392,260,102,38,,"17,574"
9/10/2023,LÍNEA K,"2,467.00","2,802.00","2,626.00","2,139.00","1,734","1,411","1,168","1,252","1,324","1,018",768,851,"1,030",876,605,630,511,223,94,,"23,529"
9/10/2023,LÍNEA M,351,870,858,622,403,345,273,295,389,302,342,519,740,934,"1,181.00",806,464,369,282,,"10,345"
9/10/2023,LÍNEA O,277,"1,309.00","1,593.00","1,634.00",965,"1,058",777,788,851,882,852,"1,049","1,381","1,721","1,260.00","1,009.00",700,788,206,,"19,100"
9/10/2023,LÍNEA P,"1,460.00","3,307.00","2,954.00","2,081.00","1,276",917,754,"1,225","1,140",855,673,703,846,"1,230",581,303,595,490,104,,"21,494"
9/10/2023,LÍNEA T-A,"1,351.00","3,841.00","4,550.00","4,329.00","2,902","2,487","2,214","2,476","2,748","2,526","2,706","3,092","4,223","5,117","4,868.00","3,106.00","2,299.00","1,803.00","1,068.00",,"57,706"
10/10/2023,LÍNEA 1,"3,082.00","9,046.00","11,408.00","10,245.00","6,714","5,654","4,682","5,164","5,287","5,237","5,488","6,170","9,362","11,321","7,812.00","5,056.00","3,459.00","2,760.00","1,392.00",,"119,339"
10/10/2023,LÍNEA 2,205,878,"1,102.00","1,187.00",934,"1,031","1,059","1,137","1,193","1,031","1,203","1,486","1,969","2,238","1,781.00","1,181.00",880,565,196,,"21,256"
10/10/2023,LÍNEA A,"16,637.00","47,719.00","65,110.00","53,209.00","33,589","28,796","25,104","26,474","29,796","29,668","34,703","37,614","64,223","84,588","56,743.00","32,191.00","21,756.00","17,680.00","8,922.00",,"714,522"
10/10/2023,LÍNEA B,"3,118.00","8,170.00","9,536.00","7,995.00","5,400","5,385","4,711","4,436","4,953","4,658","4,919","5,713","7,826","10,982","7,716.00","4,382.00","3,370.00","2,485.00","1,106.00",,"106,861"
10/10/2023,LÍNEA H,227,497,410,301,177,120,97,105,102,86,62,68,91,66,34,32,34,12,3,,"2,524"
10/10/2023,LÍNEA J,"1,475.00","2,161.00","2,299.00","1,780.00",724,,339,802,790,300,,507,834,576,417,308,279,140,47,,"13,778"
10/10/2023,LÍNEA K,"2,459.00","2,765.00","2,662.00","2,164.00","1,747","1,343","1,172","1,216","1,364","1,086",962,929,"1,239","1,125",646,562,549,197,97,,"24,284"
10/10/2023,LÍNEA L,,,,,,209,176,203,204,198,203,194,191,183,,,,,,,"1,761"
10/10/2023,LÍNEA M,369,823,929,618,412,331,294,359,346,284,387,482,648,"1,005","1,107.00",820,501,367,273,,"10,355"
10/10/2023,LÍNEA O,259,"1,629.00","1,719.00","2,001.00","1,014","1,278",825,948,921,"1,042",876,"1,083","1,421","1,275",895,"1,003.00",772,756,229,,"19,946"
10/10/2023,LÍNEA P,"1,462.00","3,234.00","3,071.00","2,107.00","1,215",977,749,"1,164","1,143",787,596,826,918,"1,250",653,429,718,497,114,,"21,910"
10/10/2023,LÍNEA T-A,"1,338.00","3,959.00","4,895.00","4,553.00","3,026","2,804","2,366","2,698","2,896","2,572","2,755","3,202","4,337","5,466","4,684.00","3,321.00","2,442.00","1,860.00","1,117.00",,"60,291"
11/10/2023,LÍNEA 1,"3,062.00","8,876.00","11,242.00","10,082.00","6,265","5,887","4,561","4,975","5,182","5,174","5,656","6,322","9,110","11,418","8,250.00","5,088.00","3,758.00","2,768.00","1,494.00",,"119,170"
11/10/2023,LÍNEA 2,201,912,"1,122.00","1,162.00",850,987,"1,022","1,097","1,185","1,060","1,277","1,383","1,950","2,342","1,833.00","1,227.00",982,583,210,,"21,385"
11/10/2023,LÍNEA A,"16,549.00","48,672.00","64,309.00","53,239.00","32,636","28,783","25,144","26,511","29,919","29,343","35,100","38,617","62,061","84,415","57,680.00","32,513.00","22,956.00","18,150.00","9,290.00",,"715,887"
11/10/2023,LÍNEA B,"3,118.00","7,918.00","9,456.00","8,055.00","5,254","4,867","4,350","4,479","4,855","4,485","5,050","5,509","7,924","11,273","7,640.00","4,241.00","3,572.00","2,691.00","1,260.00",,"105,997"
11/10/2023,LÍNEA H,207,579,447,288,182,128,118,216,98,73,65,70,70,70,39,34,37,11,5,,"2,737"
11/10/2023,LÍNEA J,"1,475.00","2,479.00","2,345.00","1,974.00","1,355",993,863,760,803,633,536,598,752,733,446,341,305,176,35,,"17,602"
11/10/2023,LÍNEA K,"2,481.00","2,746.00","2,765.00","2,217.00","1,808","1,414","1,170","1,273","1,299","1,087",860,986,"1,196","1,096",712,533,587,300,109,,"24,639"
11/10/2023,LÍNEA L,,,,,1,198,204,235,192,174,199,218,207,207,2,,,,,,"1,837"
11/10/2023,LÍNEA M,372,888,922,655,397,313,300,277,346,306,403,520,695,935,"1,206.00",903,505,368,298,,"10,609"
11/10/2023,LÍNEA O,287,"1,503.00","1,687.00","1,999.00","1,073","1,266",841,997,979,"1,093",916,"1,098","1,337","1,696","1,331.00","1,067.00",880,845,269,,"21,164"
11/10/2023,LÍNEA P,"1,459.00","3,276.00","3,054.00","2,186.00","1,240","1,004",796,"1,216","1,145",773,666,740,926,"1,345",639,476,657,528,135,,"22,261"
11/10/2023,LÍNEA T-A,"1,369.00","4,248.00","4,819.00","4,692.00","3,062","2,834","2,406","2,520","2,857","2,656","2,890","3,487","4,472","5,569","4,959.00","3,415.00","2,550.00","2,069.00","1,152.00",,"62,026"
12/10/2023,LÍNEA 1,"3,079.00","8,746.00","10,990.00","10,204.00","6,489","5,659","4,549","5,100","5,212","5,170","5,735","6,418","8,440","10,527","7,891.00","4,941.00","3,382.00","2,786.00","1,426.00",,"116,744"
12/10/2023,LÍNEA 2,188,946,"1,138.00","1,221.00",911,969,"1,010","1,088","1,149",969,"1,214","1,458","1,976","2,241","1,728.00","1,176.00",931,529,236,,"21,078"
12/10/2023,LÍNEA A,"16,514.00","48,504.00","63,030.00","52,636.00","32,316","29,191","25,385","26,825","30,668","30,068","36,899","39,437","59,224","81,009","54,890.00","32,045.00","22,429.00","17,606.00","9,327.00",,"708,003"
12/10/2023,LÍNEA B,"3,128.00","7,903.00","9,312.00","8,006.00","5,246","4,730","4,341","4,432","5,034","4,729","5,332","5,485","7,257","10,509","6,964.00","4,351.00","3,346.00","2,480.00","1,327.00",,"103,912"
12/10/2023,LÍNEA H,230,561,403,277,175,121,146,172,106,71,62,71,85,61,32,41,32,10,8,,"2,664"
12/10/2023,LÍNEA J,"1,446.00","2,499.00","2,364.00","2,001.00","1,292",947,860,828,819,666,546,498,666,677,449,347,279,126,54,,"17,364"
12/10/2023,LÍNEA K,"2,475.00","2,824.00","2,614.00","2,363.00","1,728","1,468","1,117","1,230","1,420","1,133",984,898,"1,076","1,237",726,544,521,270,100,,"24,728"
12/10/2023,LÍNEA L,,,,,2,200,234,304,224,166,252,139,238,324,1,,,,,,"2,084"
12/10/2023,LÍNEA M,381,889,892,695,391,311,306,327,398,317,384,561,719,991,"1,130.00",800,461,359,315,,"10,627"
12/10/2023,LÍNEA O,267,"1,497.00","1,665.00","1,944.00","1,008","1,249",861,910,"1,018","1,032",989,"1,148","1,392","1,801","1,320.00","1,050.00",837,777,281,,"21,046"
12/10/2023,LÍNEA P,"1,435.00","3,429.00","2,944.00","2,322.00","1,178",950,792,"1,261","1,068",826,730,733,856,"1,224",683,444,632,496,142,,"22,145"
12/10/2023,LÍNEA T-A,"1,350.00","4,276.00","4,763.00","4,685.00","3,163","2,593","2,424","2,755","3,006","2,673","2,872","3,407","4,253","5,306","4,827.00","3,302.00","2,445.00","1,849.00","1,233.00",,"61,182"
13/10/2023,LÍNEA 1,"2,974.00","8,311.00","10,628.00","9,680.00","6,319","5,516","4,685","5,034","5,291","4,775","5,864","6,577","8,618","9,684","6,552.00","4,959.00","3,808.00","2,993.00","1,766.00",,"114,034"
13/10/2023,LÍNEA 2,182,868,967,"1,150.00",972,955,921,"1,146","1,130",879,"1,384","1,515","1,934","2,064","1,737.00","1,237.00",783,678,248,,"20,750"
13/10/2023,LÍNEA A,"16,264.00","45,782.00","59,642.00","50,192.00","32,055","28,374","25,472","26,970","30,796","28,371","38,078","43,466","62,347","75,046","54,108.00","34,282.00","22,877.00","20,268.00","11,297.00",,"705,687"
13/10/2023,LÍNEA B,"3,150.00","7,483.00","8,857.00","7,460.00","5,268","4,975","4,350","4,441","4,909","4,253","4,617","5,962","7,643","9,690","6,870.00","4,328.00","3,424.00","2,633.00","1,528.00",,"101,841"
